geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUT2,548.5837950271288,1.6444541009320917,0.13293066657425945,12.370765477305762,3.7621877205520835e-35,4.784573433700175e-34
GALR1,5.8562402222523735,-2.752834450920103,0.22258540742330893,-12.367542341555266,3.9162139944591845e-35,4.979077942069466e-34
MITF,967.0499000481409,-1.1287177299224302,0.0912688404365308,-12.366955956971438,3.9449021374405006e-35,5.014163876492668e-34
SEMA3A,237.97472469160184,-1.5992637158158762,0.12933978612627495,-12.364824186847725,4.050966882566014e-35,5.146128690126668e-34
AP000866.2,21.99370708672469,-1.1877340210262355,0.0960634346929844,-12.364059486548598,4.0897005177365886e-35,5.19389703750048e-34
AC107959.4,9.793961568104248,2.7473890540139734,0.22222436730501052,12.363131403331158,4.1372044414862886e-35,5.2527741102121875e-34
AC010969.1,13.44794685581263,-3.1777616218749887,0.25705052988642746,-12.362400588238499,4.1749966873385207e-35,5.297827379736029e-34
PRAF2,503.5576064311106,1.0380191945201809,0.08396570624128555,12.362418432321737,4.1740698533764993e-35,5.297827379736029e-34
ATP2A3,5850.056990497257,1.5968556500187148,0.1291857865620211,12.36092369381578,4.2524206846189767e-35,5.394583290048543e-34
AC053545.1,23.12596590719024,-2.4375096643911878,0.19725370483222235,-12.357231345613787,4.452284689058693e-35,5.646569173588576e-34
FHOD3,640.456779865192,-1.4428791307320146,0.11677136593586435,-12.356446455584868,4.495958355708572e-35,5.698810255843355e-34
TTBK1,44.89019826639017,1.761620523830149,0.14259234637344767,12.354243187895133,4.620842481833827e-35,5.855489770785177e-34
RIMS3,470.7631855732425,-1.4519027889281342,0.11758092867930364,-12.348114658016774,4.986635835075454e-35,6.3137931473440876e-34
RARA,5777.821773003906,1.2828085230915505,0.1038884484641995,12.347941874727418,4.997355382368262e-35,6.3256215883268385e-34
TPO,169.56211653912388,-1.5766626306512905,0.12776233525979594,-12.340590264300157,5.475299957315358e-35,6.924874688509865e-34
H2AC18,7.378238113756291,2.7530871753177184,0.22311736813504632,12.339188106823475,5.571485478930781e-35,7.0445850123606345e-34
AL136982.6,1.5419768342129174,-2.264982081520023,0.1835673277018176,-12.338699429122844,5.605400894473238e-35,7.0855167981528905e-34
MRPS30,7509.20823011037,1.6893627620668021,0.13692120981900374,12.338210890043786,5.639511717713018e-35,7.126672994291e-34
STRIP2,194.76798442174936,1.3408154444791351,0.10870299823799745,12.334668465569969,5.893098312614705e-35,7.445082635769053e-34
P4HA1,4834.997366730979,1.0238362955750684,0.08301440093666738,12.333237173585877,5.998742977624435e-35,7.572299993442741e-34
CYTOR,637.2225905430678,1.0803357328124537,0.08761110767587056,12.331036114841801,6.164887626141237e-35,7.777750946573736e-34
AL590666.4,14.714559171796013,2.160032916438535,0.17517988806839557,12.330370456654205,6.216028750638998e-35,7.840117778511253e-34
CTSD,30473.910803050185,1.3704207936283852,0.11114259913957515,12.330292833150166,6.222019776698522e-35,7.844905903808286e-34
LCN1,3.160123856898057,3.3627486497364214,0.27273907390040136,12.329544871023604,6.280042692809569e-35,7.914335910589843e-34
PPP2R2B,80.06683218559206,-1.5852707767432057,0.1285874745493152,-12.328345216354885,6.374230124510334e-35,8.030371785122114e-34
LINC02685,3.2100687973890083,3.222185195144838,0.2613643366968582,12.328327712445594,6.375614730865847e-35,8.030371785122114e-34
GABRA5,13.79568585893008,4.844779064212864,0.3929904451724316,12.327981821764473,6.403036992984546e-35,8.062699967886737e-34
AC012409.3,5.261291150876899,-1.8983198904314562,0.1540501317500474,-12.322741102951847,6.833151159779061e-35,8.594872657094873e-34
AC124852.1,125.93528012149329,-1.9501135025861451,0.15825519943423716,-12.322587248683185,6.846202768815124e-35,8.608931263754022e-34
OGN,2048.4904911661197,-2.3597878942304096,0.19153866937592715,-12.32016439249103,7.055032622524083e-35,8.869101098389638e-34
SIRPA,3856.647902446347,-1.1013913529202528,0.08939808397510494,-12.320077835526787,7.062609053806094e-35,8.876195828624445e-34
LARP1P1,4.316624795018771,3.02804508098356,0.24583870888342654,12.317202179984678,7.31896674126176e-35,9.193350920649994e-34
ZNF204P,397.6807115675793,-1.5941549177319063,0.12944117816640888,-12.315670641397203,7.459251106608746e-35,9.366999960863916e-34
RGS7BP,38.210035845597595,-2.1182737520494563,0.17200884529065466,-12.31491176206706,7.529748753104364e-35,9.450359442164845e-34
AC022211.3,12.801344280115503,1.5776489735543688,0.12811956294728127,12.313880388458248,7.626622615478631e-35,9.566713749539065e-34
LINC01879,5.363058270716568,3.4566083794001976,0.28072000029737215,12.313366969715535,7.67530712974194e-35,9.625153722532472e-34
PHKG1,101.65923184032634,-1.438577943744818,0.11684233904221208,-12.312128938338844,7.79397611125171e-35,9.768634414765618e-34
AC137932.2,9.448558945002043,1.9266931921881365,0.15650560477796405,12.310697721794398,7.933435783875649e-35,9.940714092849152e-34
SNHG25,23.61286150679808,1.9441974301483036,0.15793163305063668,12.310373752197872,7.965346340672649e-35,9.975254976894192e-34
SCRIB,6110.431263740117,1.0448897255701781,0.08490074726596865,12.307191152238639,8.285687372498937e-35,1.0373599269554762e-33
UNQ6494,16.571316020326485,1.7247182134906858,0.14014144205547993,12.30698206179365,8.307175668834884e-35,1.0397667708909904e-33
FRMPD3,258.94094283902183,1.998950610947138,0.1624935710053387,12.30172122244432,8.866436658643589e-35,1.1088599419250805e-33
MOB3B,845.9472699906437,-1.4214965606125147,0.11561048025256261,-12.295568338675817,9.568141643258235e-35,1.1956401868934637e-33
ARHGAP5-AS1,89.72898546633763,-1.1003847072366302,0.08951244329929453,-12.293092073884912,9.865875189439792e-35,1.232509756051805e-33
RND3,3172.7942982260693,-1.3358152411533057,0.10867897006212913,-12.291386644441445,1.0076262004470304e-34,1.2584503128400592e-33
BOC,1696.8165277058026,-1.5769604028720974,0.12832073715448322,-12.28920935026753,1.0351348894165367e-34,1.2921038196976249e-33
NBPF6,83.7493307431646,3.127823350869131,0.2546388466284159,12.283370712220654,1.1126405509707303e-34,1.3880954094601698e-33
TEKT5,45.27693756640911,1.7710673597244144,0.1441908973146427,12.28279588176584,1.120576128146598e-34,1.3976159025767578e-33
KRT8P45,83.8886465893829,1.679459592561853,0.1367544962933098,12.280836375279122,1.1480521783481519e-34,1.4314960680500184e-33
TP73-AS3,3.7007170895348938,3.5038037109573428,0.28535090685633735,12.278929650366825,1.1754304080437722e-34,1.464838280287494e-33
AC068831.6,81.22184785324757,1.3402376683607558,0.10915493453977143,12.278305822925761,1.184527874748144e-34,1.4753749279104696e-33
PSPH,1088.9396723754653,1.120419396025546,0.09128428852710745,12.273956604184194,1.249927546460216e-34,1.556410594254135e-33
KDM4B,8468.3042376192,1.1611328445683575,0.0946209901612071,12.271408728550814,1.2898936742837258e-34,1.6057410464660216e-33
TEDC1,605.4400869514196,1.2965693520325186,0.10566148893827618,12.270973701590842,1.2968433069011466e-34,1.613954883003289e-33
A2ML1,585.8632200411108,3.281464575910681,0.2674558967344125,12.269180137647972,1.3258908155281325e-34,1.649658193484108e-33
EFCAB1,73.31427502781709,-2.3287428407539372,0.18989550851055448,-12.263285524862768,1.4259861518379924e-34,1.7732348240145173e-33
AC109322.1,93.60651464415473,1.4402315771892336,0.1174429586377972,12.263243313130543,1.426729357579121e-34,1.7736787300515963e-33
MICB,560.3260791150861,1.3600413794954307,0.11091451274451702,12.26206873962635,1.4475646664969505e-34,1.7986069312645958e-33
AL445423.1,10.353473828056693,-1.6105312081811332,0.1313668328846753,-12.259800840254641,1.4886531085242538e-34,1.848159413429557e-33
PLAU,4064.601415112483,1.3899134409836416,0.11337321482621561,12.259628018083227,1.491831295588135e-34,1.8516045564133495e-33
ABCG2,297.7587289693544,-1.4350533507718712,0.11707914535168834,-12.257121850874332,1.5386844076804429e-34,1.9092408552798967e-33
AC104564.4,6.53907972596909,3.3491311533154993,0.27332282749627046,12.253389824752924,1.611177541071425e-34,1.9981125092795854e-33
NSG1,207.63164018901395,-2.2127770382562795,0.18059183084783584,-12.252918794099466,1.6205650110320303e-34,2.0092118520956784e-33
CFAP92,269.8179362093786,1.4098625540719036,0.11506726992094492,12.252507207657978,1.6288122519008882e-34,2.0188919040227933e-33
SPSB3,10.619223527271805,1.6379947186479344,0.13371207349451253,12.250163174046934,1.6765824595307132e-34,2.0775417239349417e-33
CASC16,28.689949996949018,3.4991867855355188,0.2856908351394958,12.248159041668075,1.7185276621690474e-34,2.1283696286350908e-33
RAET1K,12.204769091526689,2.4430756445683137,0.1994813665676654,12.24713709658494,1.7403159906624496e-34,2.1547730180423745e-33
