geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TPSG1,182.96433057771742,-2.1009945119464057,0.5543923521404821,-3.789724919246392,0.00015081420230121689,0.0109570121428567
ST6GALNAC5,868.1611659767716,-1.4558487691673918,0.36752627047297604,-3.9612100851833922,7.457088521059913e-05,0.007162366574735037
IGSF21,794.4506651540029,-1.3955010524001814,0.41062693843943865,-3.3984644497599055,0.0006776526945443126,0.027608661337408323
CR2,216.3920031808316,-2.4225854307847703,0.6152373821805184,-3.937643421793823,8.228575040341714e-05,0.007719027128222595
APOA1,11.54745998866458,-1.6198597308401599,0.45120740934900117,-3.590055697838123,0.0003306073102268629,0.017848357070234126
GHRH,28.034370830570154,-3.507196502503153,0.7112171542765319,-4.931259716409346,8.170102197290867e-07,0.0003659162620259392
GPAM,2588.643943705558,-1.0240302756840132,0.314457975537853,-3.256493252977599,0.001127976112390607,0.036947689978978994
KCNIP2,356.88284245277526,-1.4839214482084915,0.3999720420262463,-3.7100629351266408,0.00020720773087389404,0.013387783029314084
HOXB5,240.08556920041352,-1.4652289200384976,0.4557601593876225,-3.2149122512315196,0.0013048440264177659,0.03990937394868635
TEX14,126.10776860310762,-1.7236414035933563,0.3715268647771948,-4.63934527218382,3.495147001736924e-06,0.0010066468769713963
BCL2L14,105.00751926761741,-1.176396303926392,0.34206911445366994,-3.4390602782284336,0.0005837372423007105,0.025384261658851083
TMEM156,138.09208202467735,-1.088624816264544,0.3351406773571363,-3.248262266607737,0.0011611219211279805,0.0373602589342139
TMIGD3,99.74658271181785,1.080720375234214,0.2445212882132934,4.41973941463744,9.88199883856379e-06,0.001950694445580543
KIAA0087,7.472026409264503,-1.4981258741129075,0.3950649004901881,-3.792100670684905,0.0001493783322916373,0.01092363004503573
ACVR1C,256.2289625684757,-1.530153312984805,0.428988710420483,-3.5668848056280797,0.00036125018520959487,0.018855908519276335
PI3,170.7672605527146,-2.002268797919057,0.6347356980209269,-3.154492183379677,0.0016077768520240043,0.044596403440279625
PARD6B,3334.2372563983718,-1.263312341150758,0.34543717584442973,-3.6571406596946603,0.0002550444388438797,0.015351241011695396
ZNF831,151.68561621725055,-1.4610784010502145,0.3747669336316532,-3.898632109540014,9.673761796006438e-05,0.008574737177639204
NDP,402.3792506585723,-2.106964634688052,0.5288399659444736,-3.984125199246526,6.772916005349056e-05,0.0068269903405177275
COL21A1,198.34675169557337,1.1715561909378278,0.3051695844123736,3.8390332810976076,0.00012351968848246531,0.009669998775211202
GPR18,80.13247269741619,-1.5104939493949119,0.38198912463867263,-3.9542852190457083,7.676379362981372e-05,0.007307549774653509
FOSB,6418.206414953575,-2.3707470537178628,0.4614721413452793,-5.137356822465345,2.7862960219856156e-07,0.00016915445434605503
MMP24OS,2497.1581968580954,1.2104108710119315,0.20059218872603302,6.034187466118631,1.5976451002981786e-09,2.855879374844122e-06
KRT36,3.9336633652,1.2743220529199328,0.3053508319032147,4.1733046704907855,3.002130512042581e-05,0.003926689079491141
CCR7,459.5890843297054,-1.5744450785546196,0.3738594891119096,-4.211328385149886,2.5387338180122943e-05,0.0036144380233789197
CSN1S1,58.60355027269514,-6.122500871662504,0.9660221602912036,-6.33784722890508,2.329976811167602e-10,4.6855833672580475e-07
DACH2,14.657870022977292,-1.8905566888198082,0.4391854076986161,-4.304689217081576,1.6722031641332058e-05,0.0028200658804424877
PZP,26.963926307347844,-1.3242516688405006,0.36700781264375565,-3.6082383622877128,0.0003082831937046727,0.01706394694617154
TAS2R4,68.9567504792304,-1.0173948533719692,0.28196641496968805,-3.6082128911747917,0.0003083134547975326,0.01706394694617154
SYNGR3,171.6080242225162,1.6554564585223304,0.36944136055485366,4.4809721792818396,7.4303797723374324e-06,0.0016045630842599276
GAD1,89.67886646275349,-2.7009143583139843,0.46044192886473295,-5.865917478395955,4.46655913031244e-09,6.843619360806336e-06
ART1,2.8714529258523647,1.4528128332541512,0.45659746317564553,3.1818241458237755,0.0014635065090012115,0.04230888179121562
CYP2G1P,71.95077595993136,-1.7988411412892427,0.540524472409165,-3.327955038319819,0.0008748598476894278,0.03273196565029655
GGT7,1182.5967353211906,1.1518560320393139,0.2155608943194244,5.3435296586423515,9.115390650819057e-08,7.00602057828177e-05
KREMEN2,142.99375075942672,1.3209700705166174,0.40716365894079365,3.2443221331516274,0.0011773051939620335,0.0374095052914583
FCRLA,127.45444941131255,-1.7394846824173056,0.4662591200658587,-3.7307252717579122,0.00019092933605510548,0.012640622051253238
FCRL2,50.9093076986249,-1.6232219727461432,0.493406360088763,-3.2898278255961846,0.0010024870361277417,0.03527039795072081
SLC14A2,64.87216054824304,-1.780544243569969,0.42162200799817456,-4.223081835845908,2.409842684133186e-05,0.0034615668841370263
NTS,53.61643680405559,-3.1301581675369636,0.7533392401463903,-4.155044634245662,3.252240482985444e-05,0.00415254324525951
PEBP4,120.31525895937294,-2.355994710399925,0.49189473264106043,-4.7896319152478375,1.6708752559066735e-06,0.0006109327526596946
SOX5,312.8051479910812,-1.2610333965394096,0.3710193617007546,-3.3988344725699116,0.0006767366000134387,0.027608661337408323
FADS2,9067.249230291154,1.2655706120004664,0.3868292819571025,3.2716515295778774,0.0010692127391506595,0.036453518098074275
TCN1,817.5071554157184,-2.5709135389243563,0.5679406034765475,-4.526729596698961,5.9903510532544695e-06,0.001396889304860127
ADAMTS8,171.20946179145534,-1.3961182009537898,0.41397969123217687,-3.37243162049413,0.0007450758497581706,0.029393342566972156
KLB,172.731528462565,-1.2667665876220877,0.3531647150548751,-3.5869002015823015,0.00033463232117804316,0.017974804391675592
GPR55,53.975917340332735,-1.7108315013808602,0.41071023844346954,-4.1655438341752955,3.10611232750685e-05,0.00404624575910366
SLC19A3,733.9427712878413,-1.6052994101868117,0.5106594851822414,-3.143580912070832,0.0016689426934821034,0.04546985614350564
GALNT5,1988.016670081446,-1.3546324201356108,0.40880989378676613,-3.3135998925754535,0.0009210320069043426,0.033561863934489386
BLK,89.45166037024926,-2.2520286228582607,0.52012879222378,-4.329751893237529,1.4927743112203641e-05,0.0026536743777804657
GCM1,26.551668258191313,-1.4633883303853754,0.41929180616611605,-3.490142924008409,0.00048276228435141543,0.02244705095562304
FGFBP2,64.9297717853957,-1.843615720010621,0.4936501958970445,-3.734660160846213,0.0001879688380230271,0.012547894880142988
CLCA2,874.1116035903946,-2.041245804779943,0.5734767306761475,-3.559422197258551,0.0003716716190257293,0.019134249622034985
RBP4,857.4407249580595,-1.567899395701764,0.4916687498191134,-3.1889344122004895,0.0014279827291859123,0.041580789406593585
PCDH10,63.77992914948214,-1.5576847824343685,0.47364335741489905,-3.288729289767866,0.001006407719361932,0.0353114202317028
MMRN1,614.5305253338615,-1.416767274193231,0.4165583353226977,-3.4011257345161403,0.0006710895311911956,0.02750697675873619
